epoch,batch,id,mem (cpu),gpu,gpu (gb?)
0,23,after compiling,35.7325865,28700160,0.02870016
0,23,after training main model,35.8206505,36002816,0.036002816
0,24,before training anything,35.81661184,36002816,0.036002816
0,24,before training adversary (1),35.81927014,36002816,0.036002816
0,24,after training adversary (1),35.86521088,36462592,0.036462592
0,24,after training adversary (2),35.89065114,36958208,0.036958208
0,24,before training main model,35.89306368,36958208,0.036958208
0,24,after compiling,35.93662874,36958720,0.03695872
0,24,after training main model,35.99285043,44710912,0.044710912
0,25,before training anything,35.97931315,1269504,0.001269504
0,25,before training adversary (1),35.98044774,624384,0.000624384
0,25,after training adversary (1),36.00882893,1077248,0.001077248
0,25,after training adversary (2),36.01570202,1774592,0.001774592
0,25,before training main model,36.04505805,1774592,0.001774592
0,25,after compiling,36.01027072,1477120,0.00147712
0,25,after training main model,36.15178342,9235200,0.0092352
0,26,before training anything,36.1518039,9235200,0.0092352
0,26,before training adversary (1),36.15094374,9235200,0.0092352
0,26,after training adversary (1),36.19408691,9743104,0.009743104
0,26,after training adversary (2),36.22398771,10203392,0.010203392
0,26,before training main model,36.2203095,10203392,0.010203392
0,26,after compiling,36.21552947,10203904,0.010203904
0,26,after training main model,36.26463232,17618176,0.017618176
0,27,before training anything,36.30030438,17618176,0.017618176
0,27,before training adversary (1),36.25807053,17618176,0.017618176
0,27,after training adversary (1),36.27066573,18143488,0.018143488
0,27,after training adversary (2),36.29251379,18666752,0.018666752
0,27,before training main model,36.29210419,18666752,0.018666752
0,27,after compiling,36.28947456,18667264,0.018667264
0,27,after training main model,36.35700531,26278656,0.026278656
0,28,before training anything,36.3531305,26278656,0.026278656
0,28,before training adversary (1),36.37703885,26278656,0.026278656
0,28,after training adversary (1),36.3775017,26882816,0.026882816
0,28,after training adversary (2),36.43731968,27470080,0.02747008
0,28,before training main model,36.45597286,27470080,0.02747008
0,28,after compiling,36.44654387,27470592,0.027470592
0,28,after training main model,36.491264,35130880,0.03513088
0,29,before training anything,36.4903424,35130880,0.03513088
0,29,before training adversary (1),36.49247642,35130880,0.03513088
0,29,after training adversary (1),36.54709658,35703552,0.035703552
0,29,after training adversary (2),36.53450547,36207872,0.036207872
0,29,before training main model,36.53750784,36207872,0.036207872
0,29,after compiling,36.54238208,36208384,0.036208384
0,29,after training main model,36.64911155,43525888,0.043525888
0,30,before training anything,36.67278643,1107712,0.001107712
0,30,before training adversary (1),36.6701527,609792,0.000609792
0,30,after training adversary (1),36.70983885,1147648,0.001147648
0,30,after training adversary (2),36.72997478,1783296,0.001783296
0,30,before training main model,36.72326963,1783296,0.001783296
0,30,after compiling,36.72546918,1483264,0.001483264
0,30,after training main model,36.8669655,9168128,0.009168128
0,31,before training anything,36.87159808,9168128,0.009168128
0,31,before training adversary (1),36.86985318,9168128,0.009168128
0,31,after training adversary (1),36.88649523,9646848,0.009646848
0,31,after training adversary (2),36.89954918,10205440,0.01020544
0,31,before training main model,36.89842278,10205440,0.01020544
0,31,after compiling,36.89667789,10205952,0.010205952
0,31,after training main model,36.95620096,18075904,0.018075904
0,32,before training anything,36.95286682,18075904,0.018075904
0,32,before training adversary (1),36.95199437,18075904,0.018075904
0,32,after training adversary (1),36.98757222,18642944,0.018642944
0,32,after training adversary (2),37.02206054,19165184,0.019165184
0,32,before training main model,37.01714944,19165184,0.019165184
0,32,after compiling,37.0145321,19165696,0.019165696
0,32,after training main model,37.06621952,26770432,0.026770432
0,33,before training anything,37.06519142,26770432,0.026770432
0,33,before training adversary (1),37.06200474,26770432,0.026770432
0,33,after training adversary (1),37.08820685,27398912,0.027398912
0,33,after training adversary (2),37.17317427,27871232,0.027871232
0,33,before training main model,37.21979494,27871232,0.027871232
0,33,after compiling,37.1285033,27871744,0.027871744
0,33,after training main model,37.17645926,35946240,0.03594624
0,34,before training anything,37.17804851,35946240,0.03594624
0,34,before training adversary (1),37.17464883,35946240,0.03594624
0,34,after training adversary (1),37.21220915,36510976,0.036510976
0,34,after training adversary (2),37.28329114,37040896,0.037040896
0,34,before training main model,37.23905843,37040896,0.037040896
0,34,after compiling,37.23656806,37041408,0.037041408
0,34,after training main model,37.32740096,44949248,0.044949248
0,35,before training anything,37.32757299,1166592,0.001166592
0,35,before training adversary (1),37.32719616,599808,0.000599808
0,35,after training adversary (1),37.35411098,1114880,0.00111488
0,35,after training adversary (2),37.37096602,1740032,0.001740032
0,35,before training main model,37.36763187,1740032,0.001740032
0,35,after compiling,37.37040896,1458176,0.001458176
0,35,after training main model,37.51842202,8933888,0.008933888
0,36,before training anything,37.51766835,8933888,0.008933888
0,36,before training adversary (1),37.51401882,8933888,0.008933888
0,36,after training adversary (1),37.5486423,9573888,0.009573888
0,36,after training adversary (2),37.60637133,10066176,0.010066176
0,36,before training main model,37.58066483,10066176,0.010066176
0,36,after compiling,37.57770342,10066688,0.010066688
0,36,after training main model,37.62786304,17475328,0.017475328
0,37,before training anything,37.62060083,17475328,0.017475328
0,37,before training adversary (1),37.61979802,17475328,0.017475328
0,37,after training adversary (1),37.63881984,18062080,0.01806208
0,37,after training adversary (2),37.66582067,18535168,0.018535168
0,37,before training main model,37.66647194,18535168,0.018535168
0,37,after compiling,37.66493594,18535680,0.01853568
0,37,after training main model,37.7314304,25859328,0.025859328
0,38,before training anything,37.73103309,25859328,0.025859328
0,38,before training adversary (1),37.73012378,25859328,0.025859328
0,38,after training adversary (1),37.77633894,26359808,0.026359808
0,38,after training adversary (2),37.8105897,26930688,0.026930688
0,38,before training main model,37.80112794,26930688,0.026930688
0,38,after compiling,37.7975808,26931200,0.0269312
0,38,after training main model,37.84528691,34596864,0.034596864
0,39,before training anything,37.84867021,34596864,0.034596864
0,39,before training adversary (1),37.84849408,34596864,0.034596864
0,39,after training adversary (1),37.87999642,35185408,0.035185408
0,39,after training adversary (2),37.89558579,35806208,0.035806208
0,39,before training main model,37.89407027,35806208,0.035806208
0,39,after compiling,37.89017088,35806720,0.03580672
0,39,after training main model,38.0150743,44294912,0.044294912
0,40,before training anything,37.984768,1133568,0.001133568
0,40,before training adversary (1),37.98766797,605184,0.000605184
0,40,after training adversary (1),38.04425421,1163008,0.001163008
0,40,after training adversary (2),38.06509466,1800704,0.001800704
0,40,before training main model,38.06509466,1800704,0.001800704
0,40,after compiling,38.06509466,1509632,0.001509632
0,40,after training main model,38.19730944,9098496,0.009098496
0,41,before training anything,38.21593805,9098496,0.009098496
0,41,before training adversary (1),38.19954586,9098496,0.009098496
0,41,after training adversary (1),38.22207795,9575424,0.009575424
0,41,after training adversary (2),38.25880269,10117888,0.010117888
0,41,before training main model,38.25712333,10117888,0.010117888
0,41,after compiling,38.25818829,10118400,0.0101184
0,41,after training main model,38.308352,17716736,0.017716736
0,42,before training anything,38.30625075,17716736,0.017716736
0,42,before training adversary (1),38.30622618,17716736,0.017716736
0,42,after training adversary (1),38.32324506,18308608,0.018308608
0,42,after training adversary (2),38.35179827,18773248,0.018773248
0,42,before training main model,38.38455398,18773248,0.018773248
0,42,after compiling,38.3596503,18773760,0.01877376
0,42,after training main model,38.4465961,26896896,0.026896896
0,43,before training anything,38.44939366,26896896,0.026896896
0,43,before training adversary (1),38.44328243,26896896,0.026896896
0,43,after training adversary (1),38.46352077,27352320,0.02735232
0,43,after training adversary (2),38.49283174,27891200,0.0278912
0,43,before training main model,38.4879657,27891200,0.0278912
0,43,after compiling,38.48290714,27891712,0.027891712
0,43,after training main model,38.54566195,35804416,0.035804416
0,44,before training anything,38.54503117,35804416,0.035804416
0,44,before training adversary (1),38.54688256,35804416,0.035804416
0,44,after training adversary (1),38.6604032,36420096,0.036420096
0,44,after training adversary (2),38.58710528,36924416,0.036924416
0,44,before training main model,38.58525389,36924416,0.036924416
0,44,after compiling,38.58592154,36924928,0.036924928
0,44,after training main model,38.66803405,44003072,0.044003072
0,45,before training anything,38.66174669,1107456,0.001107456
0,45,before training adversary (1),38.66075136,595712,0.000595712
0,45,after training adversary (1),38.70957978,1172992,0.001172992
0,45,after training adversary (2),38.71451955,1898496,0.001898496
0,45,before training main model,38.71218893,1898496,0.001898496
0,45,after compiling,38.71050547,1611520,0.00161152
0,45,after training main model,38.86558413,9786112,0.009786112
0,46,before training anything,38.86679245,9786112,0.009786112
0,46,before training adversary (1),38.86211891,9786112,0.009786112
0,46,after training adversary (1),38.88089907,10316032,0.010316032
0,46,after training adversary (2),38.92258406,10806784,0.010806784
0,46,before training main model,38.92215398,10806784,0.010806784
0,46,after compiling,38.92231782,10807296,0.010807296
0,46,after training main model,38.96999526,18593792,0.018593792
0,47,before training anything,38.9580841,18593792,0.018593792
0,47,before training adversary (1),38.95631872,18593792,0.018593792
0,47,after training adversary (1),38.98207437,19145728,0.019145728
0,47,after training adversary (2),39.00368896,19790336,0.019790336
0,47,before training main model,39.00741222,19790336,0.019790336
0,47,after compiling,39.00700672,19790848,0.019790848
0,47,after training main model,39.06776678,27776512,0.027776512
0,48,before training anything,39.06725888,27776512,0.027776512
0,48,before training adversary (1),39.06309734,27776512,0.027776512
0,48,after training adversary (1),39.09081088,28330496,0.028330496
0,48,after training adversary (2),39.11251968,28824576,0.028824576
0,48,before training main model,39.16699648,28824576,0.028824576
0,48,after compiling,39.14868326,28825088,0.028825088
0,48,after training main model,39.225344,36830976,0.036830976
0,49,before training anything,39.24830618,36830976,0.036830976
0,49,before training adversary (1),39.23611648,36830976,0.036830976
0,49,after training adversary (1),39.25465907,37346816,0.037346816
0,49,after training adversary (2),39.28382259,37950208,0.037950208
0,49,before training main model,39.26141338,37950208,0.037950208
0,49,after compiling,39.26380544,37950720,0.03795072
0,49,after training main model,39.34406656,45279232,0.045279232
0,50,after batches are done,39.34626202,45279232,0.045279232
0,50,after model test_on_batch,39.34602445,45410560,0.04541056
0,50,after adv test_on_batch,39.41133107,46734336,0.046734336
0,50,before reloading weights,39.45333965,46736128,0.046736128
0,50,after reloading weights,39.44341094,1222912,0.001222912
1,0,before training anything,39.46787635,1137152,0.001137152
1,0,before training adversary (1),39.46597581,602368,0.000602368
1,0,after training adversary (1),39.48207718,1112320,0.00111232
1,0,after training adversary (2),39.50058291,1739520,0.00173952
1,0,before training main model,39.49554483,1739520,0.00173952
1,0,after compiling,39.4937385,1457664,0.001457664
1,0,after training main model,39.64605645,9003264,0.009003264
1,1,before training anything,39.64626534,9003264,0.009003264
1,1,before training adversary (1),39.64416819,9003264,0.009003264
1,1,after training adversary (1),39.66794957,9605632,0.009605632
1,1,after training adversary (2),39.69100186,10113280,0.01011328
1,1,before training main model,39.70258125,10113280,0.01011328
1,1,after compiling,39.70156954,10113792,0.010113792
1,1,after training main model,39.7667369,17521408,0.017521408
1,2,before training anything,39.7679616,17521408,0.017521408
1,2,before training adversary (1),39.7636608,17521408,0.017521408
1,2,after training adversary (1),39.7816791,18097152,0.018097152
1,2,after training adversary (2),39.79691213,18559744,0.018559744
1,2,before training main model,39.79607654,18559744,0.018559744
1,2,after compiling,39.84155034,18560256,0.018560256
1,2,after training main model,39.84520397,26167552,0.026167552
1,3,before training anything,39.84607642,26167552,0.026167552
1,3,before training adversary (1),39.85594778,26167552,0.026167552
1,3,after training adversary (1),39.89254144,26630400,0.0266304
1,3,after training adversary (2),39.9625257,27247872,0.027247872
1,3,before training main model,39.92321638,27247872,0.027247872
1,3,after compiling,40.00720077,27248384,0.027248384
1,3,after training main model,39.97339238,34470912,0.034470912
1,4,before training anything,39.97372826,34470912,0.034470912
1,4,before training adversary (1),39.9743959,34470912,0.034470912
1,4,after training adversary (1),39.98441472,34981888,0.034981888
1,4,after training adversary (2),40.05349786,35495680,0.03549568
1,4,before training main model,40.056832,35495680,0.03549568
1,4,after compiling,40.05329715,35496192,0.035496192
1,4,after training main model,40.14341734,42798848,0.042798848
1,5,before training anything,40.14682112,1242368,0.001242368
1,5,before training adversary (1),40.14895104,602624,0.000602624
1,5,after training adversary (1),40.20990771,1167360,0.00116736
1,5,after training adversary (2),40.2189353,1720576,0.001720576
1,5,before training main model,40.22052864,1720576,0.001720576
1,5,after compiling,40.2388009,1427456,0.001427456
1,5,after training main model,40.30724506,8903680,0.00890368
1,6,before training anything,40.3044352,8903680,0.00890368
1,6,before training adversary (1),40.30397645,8903680,0.00890368
1,6,after training adversary (1),40.32505037,9502464,0.009502464
1,6,after training adversary (2),40.37752832,10121984,0.010121984
1,6,before training main model,40.34302362,10121984,0.010121984
1,6,after compiling,40.34405171,10122496,0.010122496
1,6,after training main model,40.40108851,17350912,0.017350912
1,7,before training anything,40.39995392,17350912,0.017350912
1,7,before training adversary (1),40.40139162,17350912,0.017350912
1,7,after training adversary (1),40.43596186,17846272,0.017846272
1,7,after training adversary (2),40.4589568,18326272,0.018326272
1,7,before training main model,40.44763546,18326272,0.018326272
1,7,after compiling,40.45050266,18326784,0.018326784
1,7,after training main model,40.55489331,25837824,0.025837824
1,8,before training anything,40.53149286,25837824,0.025837824
1,8,before training adversary (1),40.53490893,25837824,0.025837824
1,8,after training adversary (1),40.54863053,26305024,0.026305024
1,8,after training adversary (2),40.56447386,26806784,0.026806784
1,8,before training main model,40.5637079,26806784,0.026806784
1,8,after compiling,40.54992896,26807296,0.026807296
1,8,after training main model,40.57665126,34149888,0.034149888
1,9,before training anything,40.57694208,34149888,0.034149888
1,9,before training adversary (1),40.58352026,34149888,0.034149888
1,9,after training adversary (1),40.60117402,34612736,0.034612736
1,9,after training adversary (2),40.63249613,35103744,0.035103744
1,9,before training main model,40.63023104,35103744,0.035103744
1,9,after compiling,40.63814042,35104256,0.035104256
1,9,after training main model,40.738816,43075584,0.043075584
1,10,before training anything,40.73740698,1205504,0.001205504
1,10,before training adversary (1),40.73695232,599296,0.000599296
1,10,after training adversary (1),40.76027494,1231360,0.00123136
1,10,after training adversary (2),40.77921894,1861888,0.001861888
1,10,before training main model,40.77916979,1861888,0.001861888
1,10,after compiling,40.77924352,1580288,0.001580288
1,10,after training main model,40.9307136,9414912,0.009414912
1,11,before training anything,40.93084058,9414912,0.009414912
1,11,before training adversary (1),40.9310208,9414912,0.009414912
1,11,after training adversary (1),40.94711808,9897984,0.009897984
1,11,after training adversary (2),40.97285734,10539520,0.01053952
1,11,before training main model,40.97285734,10539520,0.01053952
1,11,after compiling,40.97355776,10540032,0.010540032
1,11,after training main model,41.04953446,18838784,0.018838784
1,12,before training anything,41.03904051,18838784,0.018838784
1,12,before training adversary (1),41.03729562,18838784,0.018838784
1,12,after training adversary (1),41.0697687,19404288,0.019404288
1,12,after training adversary (2),41.0759168,19891968,0.019891968
1,12,before training main model,41.07432346,19891968,0.019891968
1,12,after compiling,41.06955162,19892480,0.01989248
1,12,after training main model,41.13310106,27652608,0.027652608
1,13,before training anything,41.13154458,27652608,0.027652608
1,13,before training adversary (1),41.1263959,27652608,0.027652608
1,13,after training adversary (1),41.14682266,28196864,0.028196864
1,13,after training adversary (2),41.16318208,28674816,0.028674816
1,13,before training main model,41.18817178,28674816,0.028674816
1,13,after compiling,41.16671283,28675328,0.028675328
1,13,after training main model,41.23967898,36406784,0.036406784
1,14,before training anything,41.23972403,36406784,0.036406784
1,14,before training adversary (1),41.25199565,36406784,0.036406784
1,14,after training adversary (1),41.2698665,36912896,0.036912896
1,14,after training adversary (2),41.30240102,37528832,0.037528832
1,14,before training main model,41.34640026,37528832,0.037528832
1,14,after compiling,41.30063565,37529344,0.037529344
1,14,after training main model,41.39987354,45680640,0.04568064
1,15,before training anything,41.39642061,1168896,0.001168896
1,15,before training adversary (1),41.43465677,646656,0.000646656
1,15,after training adversary (1),41.45730355,1303296,0.001303296
1,15,after training adversary (2),41.47582566,1795840,0.00179584
1,15,before training main model,41.47635405,1795840,0.00179584
1,15,after compiling,41.48770406,1506048,0.001506048
1,15,after training main model,41.63802726,9413376,0.009413376
1,16,before training anything,41.65320704,9413376,0.009413376
1,16,before training adversary (1),41.64589978,9413376,0.009413376
1,16,after training adversary (1),41.65803213,9979648,0.009979648
1,16,after training adversary (2),41.66530253,10450688,0.010450688
1,16,before training main model,41.66259917,10450688,0.010450688
1,16,after compiling,41.67566541,10451200,0.0104512
1,16,after training main model,41.71065754,18032640,0.01803264
1,17,before training anything,41.70472653,18032640,0.01803264
1,17,before training adversary (1),41.70482074,18032640,0.01803264
1,17,after training adversary (1),41.7345495,18631680,0.01863168
1,17,after training adversary (2),41.75423488,19361280,0.01936128
1,17,before training main model,41.75397274,19361280,0.01936128
1,17,after compiling,41.75419802,19361792,0.019361792
1,17,after training main model,41.82624256,26853888,0.026853888
1,18,before training anything,41.82014771,26853888,0.026853888
1,18,before training adversary (1),41.92233472,26853888,0.026853888
1,18,after training adversary (1),41.90312858,27396352,0.027396352
1,18,after training adversary (2),41.8962432,27958016,0.027958016
1,18,before training main model,41.89297869,27958016,0.027958016
1,18,after compiling,41.89104947,27958528,0.027958528
1,18,after training main model,41.94616525,35562496,0.035562496
1,19,before training anything,41.93819034,35562496,0.035562496
1,19,before training adversary (1),41.94204877,35562496,0.035562496
1,19,after training adversary (1),41.96700979,36216832,0.036216832
1,19,after training adversary (2),41.96967629,36739328,0.036739328
1,19,before training main model,41.9687424,36739328,0.036739328
1,19,after compiling,41.9720151,36739840,0.03673984
1,19,after training main model,42.07693414,44600576,0.044600576
1,20,before training anything,42.07403827,1168384,0.001168384
1,20,before training adversary (1),42.07305933,674304,0.000674304
1,20,after training adversary (1),42.10494669,1207552,0.001207552
1,20,after training adversary (2),42.11870515,1780736,0.001780736
1,20,before training main model,42.11941376,1780736,0.001780736
1,20,after compiling,42.11941376,1452288,0.001452288
1,20,after training main model,42.27240346,9499392,0.009499392
1,21,before training anything,42.24620134,9499392,0.009499392
1,21,before training adversary (1),42.24618496,9499392,0.009499392
1,21,after training adversary (1),42.27018342,10032896,0.010032896
1,21,after training adversary (2),42.305536,10543360,0.01054336
1,21,before training main model,42.2978519,10543360,0.01054336
1,21,after compiling,42.2978519,10543872,0.010543872
1,21,after training main model,42.35063706,17589248,0.017589248
1,22,before training anything,42.34744627,17589248,0.017589248
1,22,before training adversary (1),42.34722509,17589248,0.017589248
1,22,after training adversary (1),42.38936883,18135296,0.018135296
1,22,after training adversary (2),42.42222694,18710016,0.018710016
1,22,before training main model,42.4136704,18710016,0.018710016
1,22,after compiling,42.41782784,18710528,0.018710528
1,22,after training main model,42.45801779,26394880,0.02639488
1,23,before training anything,42.45917696,26394880,0.02639488
1,23,before training adversary (1),42.46136832,26394880,0.02639488
1,23,after training adversary (1),42.47802675,26919168,0.026919168
1,23,after training adversary (2),42.49532416,27518720,0.02751872
1,23,before training main model,42.49706496,27518720,0.02751872
1,23,after compiling,42.50404864,27519232,0.027519232
1,23,after training main model,42.55320474,34641920,0.03464192
1,24,before training anything,42.55107891,34641920,0.03464192
1,24,before training adversary (1),42.55075123,34641920,0.03464192
1,24,after training adversary (1),42.58778317,35156224,0.035156224
1,24,after training adversary (2),42.60143923,35668480,0.03566848
1,24,before training main model,42.60667802,35668480,0.03566848
1,24,after compiling,42.63244186,35668992,0.035668992
1,24,after training main model,42.72381133,42924544,0.042924544
1,25,before training anything,42.72560128,1148160,0.00114816
